,Pair,RV,AR,TP,SL,Total Pips,Win Trade,Lose Trade,Win Rate,R/R,Score,ATTR
1439,AUDUSD,10,0.0003,66,35,1081,106,169,0.39,1.885714286,794.9982857,4.39
1211,AUDUSD,10,0.0003,71,32,1021,91,170,0.35,2.21875,792.8703125,4.05
1406,AUDUSD,10,0.0003,46,33,1226,173,204,0.46,1.393939394,786.1260606,3.34
1614,AUDUSD,10,0.0003,61,36,1128,120,172,0.41,1.694444444,783.6466667,3.77
1591,AUDUSD,10,0.0003,55,25,1030,141,269,0.34,2.2,770.44,2.2
1413,AUDUSD,10,0.0003,62,24,962,115,257,0.31,2.583333333,770.4016667,2.66
1680,AUDUSD,10,0.0003,59,31,1063,121,196,0.38,1.903225806,768.7890323,3.2
1558,AUDUSD,10,0.0003,54,36,1116,140,179,0.44,1.5,736.56,3.6
1580,AUDUSD,10,0.0003,58,25,958,126,254,0.33,2.32,733.4448,2.39
1530,AUDUSD,10,0.0003,79,34,926,78,154,0.34,2.323529412,731.54,4.42
1482,AUDUSD,10,0.0003,62,25,918,114,246,0.32,2.48,728.5248,2.84
1657,AUDUSD,10,0.0003,48,31,1086,166,222,0.43,1.548387097,723.0658065,2.97
1273,AUDUSD,10,0.0003,46,34,1146,172,199,0.46,1.352941176,713.2164706,2.8
1498,AUDUSD,10,0.0003,41,25,1058,213,307,0.41,1.64,711.3992,2.06
1599,AUDUSD,10,0.0003,48,33,1104,166,208,0.44,1.454545455,706.56,2.64
1540,AUDUSD,10,0.0003,59,25,907,123,254,0.33,2.36,706.3716,2.72
1552,AUDUSD,10,0.0003,45,33,1122,176,206,0.46,1.363636364,703.8,2.88
1448,AUDUSD,10,0.0003,62,36,1000,116,172,0.4,1.722222222,688.8888889,3.2
1181,AUDUSD,10,0.0003,72,37,930,90,150,0.38,1.945945946,687.6972973,4.42
1373,AUDUSD,10,0.0003,68,35,953,101,169,0.37,1.942857143,685.0708571,3.11
1321,AUDUSD,10,0.0003,46,13,804,178,568,0.24,3.538461538,682.7815385,1.16
1247,AUDUSD,10,0.0003,72,35,915,90,159,0.36,2.057142857,677.6228571,3.52
1246,AUDUSD,10,0.0003,50,13,798,160,554,0.22,3.846153846,675.2307692,0.86
1625,AUDUSD,10,0.0003,61,25,862,117,251,0.32,2.44,673.0496,2.52
1344,AUDUSD,10,0.0003,45,34,1075,175,200,0.47,1.323529412,668.7132353,3.13
1479,AUDUSD,10,0.0003,48,34,1046,167,205,0.45,1.411764706,664.5176471,2.9
1548,AUDUSD,10,0.0003,80,34,844,76,154,0.33,2.352941176,655.3411765,3.62
1337,AUDUSD,10,0.0003,71,35,897,92,161,0.36,2.028571429,655.0662857,3.16
1503,AUDUSD,10,0.0003,48,13,771,168,561,0.23,3.692307692,654.7569231,1.03
1723,AUDUSD,10,0.0003,57,38,988,124,160,0.44,1.5,652.08,3.8
1617,AUDUSD,10,0.0003,60,25,840,119,252,0.32,2.4,645.12,2.2
1325,AUDUSD,10,0.0003,47,34,1028,168,202,0.45,1.382352941,639.4764706,2.45
1720,AUDUSD,10,0.0003,54,37,994,139,176,0.44,1.459459459,638.3091892,3.04
1169,AUDUSD,10,0.0003,67,15,712,106,426,0.2,4.466666667,636.0533333,1.4
1259,AUDUSD,10,0.0003,47,13,760,173,567,0.23,3.615384615,631.9692308,0.8
1488,AUDUSD,10,0.0003,47,33,985,167,208,0.45,1.424242424,631.2954545,3
1649,AUDUSD,10,0.0003,47,31,967,167,222,0.43,1.516129032,630.4216129,2.54
1659,AUDUSD,10,0.0003,51,36,975,149,184,0.45,1.416666667,621.5625,3.15
1361,AUDUSD,10,0.0003,42,33,1029,195,217,0.47,1.272727273,615.5290909,2.25
1456,AUDUSD,10,0.0003,66,36,882,105,168,0.38,1.833333333,614.46,2.76
1685,AUDUSD,10,0.0003,60,24,780,119,265,0.31,2.5,604.5,2.04
1640,AUDUSD,10,0.0003,57,24,792,128,271,0.32,2.375,601.92,1.92
1641,AUDUSD,10,0.0003,60,26,788,118,242,0.33,2.307692308,600.0923077,2.38
1397,AUDUSD,10,0.0003,75,35,800,83,155,0.35,2.142857143,600,3.5
1442,AUDUSD,10,0.0003,51,13,690,155,555,0.22,3.923076923,595.5230769,1.08
1523,AUDUSD,10,0.0003,52,36,936,144,182,0.44,1.444444444,594.88,2.72
1446,AUDUSD,10,0.0003,42,25,884,202,304,0.4,1.68,594.048,1.8
1457,AUDUSD,10,0.0003,41,33,989,202,221,0.48,1.242424242,589.8036364,2.52
1566,AUDUSD,10,0.0003,63,36,855,113,174,0.39,1.75,583.5375,2.61
1543,AUDUSD,10,0.0003,62,35,838,114,178,0.39,1.771428571,578.9382857,2.83
1648,AUDUSD,10,0.0003,52,34,876,145,196,0.43,1.529411765,576.0988235,2.98
1453,AUDUSD,10,0.0003,62,37,852,114,168,0.4,1.675675676,571.0702703,2.6
1215,AUDUSD,10,0.0003,72,36,792,90,158,0.36,2,570.24,2.88
1360,AUDUSD,10,0.0003,63,24,714,110,259,0.3,2.625,562.275,2.1
1375,AUDUSD,10,0.0003,66,37,804,103,162,0.39,1.783783784,559.3232432,3.17
1421,AUDUSD,10,0.0003,67,35,782,101,171,0.37,1.914285714,553.8794286,2.74
1192,AUDUSD,10,0.0003,64,15,647,113,439,0.2,4.266666667,552.1066667,0.8
1666,AUDUSD,10,0.0003,56,24,736,134,282,0.32,2.333333333,549.5466667,1.6
1676,AUDUSD,10,0.0003,62,32,764,114,197,0.37,1.9375,547.6925,2.78
1176,AUDUSD,10,0.0003,63,15,615,115,442,0.21,4.2,542.43,1.38
1603,AUDUSD,10,0.0003,61,31,753,115,202,0.36,1.967741935,533.4154839,2.12
1608,AUDUSD,10,0.0003,69,35,744,96,168,0.36,1.971428571,528.0274286,2.44
1711,AUDUSD,10,0.0003,41,30,845,205,252,0.45,1.366666667,519.675,1.95
1590,AUDUSD,10,0.0003,65,35,735,105,174,0.38,1.857142857,518.7,3
1436,AUDUSD,10,0.0003,73,35,707,84,155,0.35,2.085714286,516.11,2.8
1430,AUDUSD,10,0.0003,61,12,555,111,518,0.18,5.083333333,507.825,1.14
1569,AUDUSD,10,0.0003,49,25,717,158,281,0.36,1.96,505.9152,1.64
1198,AUDUSD,10,0.0003,66,15,573,108,437,0.2,4.4,504.24,1.2
1416,AUDUSD,10,0.0003,70,35,700,94,168,0.36,2,504,2.8
1349,AUDUSD,10,0.0003,71,36,700,92,162,0.36,1.972222222,497,2.52
1679,AUDUSD,10,0.0003,42,32,820,194,229,0.46,1.3125,495.075,2.04
1348,AUDUSD,10,0.0003,68,37,707,98,161,0.38,1.837837838,493.7535135,2.9
1393,AUDUSD,10,0.0003,77,35,658,79,155,0.34,2.2,492.184,3.08
1295,AUDUSD,10,0.0003,61,14,561,115,461,0.2,4.357142857,488.8714286,1
1622,AUDUSD,10,0.0003,62,33,703,113,191,0.37,1.878787879,488.6915152,2.15
1596,AUDUSD,10,0.0003,41,34,842,198,214,0.48,1.205882353,487.3694118,2
1424,AUDUSD,10,0.0003,63,25,642,109,249,0.3,2.52,485.352,1.4
1708,AUDUSD,10,0.0003,51,34,748,148,200,0.43,1.5,482.46,2.55
1427,AUDUSD,10,0.0003,45,13,579,181,582,0.24,3.461538462,481.0153846,0.92
1460,AUDUSD,10,0.0003,68,36,680,100,170,0.37,1.888888889,475.2444444,2.48
1682,AUDUSD,10,0.0003,49,12,546,162,616,0.21,4.083333333,468.195,0.81
1575,AUDUSD,10,0.0003,66,23,582,105,276,0.28,2.869565217,467.6243478,1.92
1467,AUDUSD,10,0.0003,78,35,632,79,158,0.33,2.228571429,464.7908571,2.29
1398,AUDUSD,10,0.0003,61,15,538,118,444,0.21,4.066666667,459.452,0.96
1681,AUDUSD,10,0.0003,42,30,744,197,251,0.44,1.4,458.304,1.68
1703,AUDUSD,10,0.0003,63,26,601,109,241,0.31,2.423076923,451.4434615,1.59
1662,AUDUSD,10,0.0003,63,37,677,110,169,0.39,1.702702703,449.5645946,2
1691,AUDUSD,10,0.0003,41,24,649,209,330,0.39,1.708333333,432.39625,1.35
1671,AUDUSD,10,0.0003,45,35,730,171,199,0.46,1.285714286,431.7428571,1.8
1429,AUDUSD,10,0.0003,65,22,532,106,289,0.27,2.954545455,424.3909091,1.49
1371,AUDUSD,10,0.0003,65,37,618,104,166,0.39,1.756756757,423.4135135,2.78
1285,AUDUSD,10,0.0003,62,15,487,116,447,0.21,4.133333333,422.716,1.17
1478,AUDUSD,10,0.0003,79,32,549,75,168,0.31,2.46875,420.1565625,2.41
1417,AUDUSD,10,0.0003,42,24,630,199,322,0.38,1.75,418.95,1.08
1449,AUDUSD,10,0.0003,36,33,762,232,230,0.5,1.090909091,415.6363636,1.5
1536,AUDUSD,10,0.0003,64,24,536,107,263,0.29,2.666666667,414.5066667,1.52
1403,AUDUSD,10,0.0003,36,34,764,229,220,0.51,1.058823529,412.56,1.7
1521,AUDUSD,10,0.0003,62,31,589,112,205,0.35,2,412.3,1.55
1525,AUDUSD,10,0.0003,64,25,534,106,250,0.3,2.56,410.112,1.7
1668,AUDUSD,10,0.0003,62,62,744,96,84,0.53,1,394.32,3.72
1400,AUDUSD,10,0.0003,36,36,756,232,211,0.52,1,393.12,1.44
1494,AUDUSD,10,0.0003,64,36,576,108,176,0.38,1.777777778,389.12,2
1567,AUDUSD,10,0.0003,65,36,561,105,174,0.38,1.805555556,384.9083333,2.38
1693,AUDUSD,10,0.0003,37,34,700,222,221,0.5,1.088235294,380.8823529,1.5
1546,AUDUSD,10,0.0003,43,25,577,189,302,0.38,1.72,377.1272,0.84
1368,AUDUSD,10,0.0003,72,38,530,86,149,0.37,1.894736842,371.5578947,2.7
1665,AUDUSD,10,0.0003,57,44,623,119,140,0.46,1.295454545,371.2513636,2.46
1389,AUDUSD,10,0.0003,67,37,535,98,163,0.38,1.810810811,368.1378378,2.52
1428,AUDUSD,10,0.0003,42,12,456,200,662,0.23,3.5,367.08,0.42
1677,AUDUSD,10,0.0003,61,55,655,100,99,0.5,1.109090909,363.2272727,3
1577,AUDUSD,10,0.0003,62,38,550,110,165,0.4,1.631578947,358.9473684,2
1286,AUDUSD,10,0.0003,71,37,510,89,157,0.36,1.918918919,352.3135135,1.88
1515,AUDUSD,10,0.0003,67,36,508,100,172,0.37,1.861111111,349.8144444,2.11
1633,AUDUSD,10,0.0003,76,35,486,81,162,0.33,2.171428571,348.2537143,1.63
1425,AUDUSD,10,0.0003,70,36,496,94,169,0.36,1.944444444,347.2,2.16
1544,AUDUSD,10,0.0003,79,33,460,76,168,0.31,2.393939394,341.3757576,1.72
1606,AUDUSD,10,0.0003,65,24,448,104,263,0.28,2.708333333,339.7333333,0.92
1586,AUDUSD,10,0.0003,65,25,445,103,250,0.29,2.6,335.53,1.1
1637,AUDUSD,10,0.0003,64,22,424,107,292,0.27,2.909090909,333.0327273,1.22
1632,AUDUSD,10,0.0003,42,34,552,188,216,0.47,1.235294118,320.4847059,1.72
1561,AUDUSD,10,0.0003,44,34,550,174,209,0.45,1.294117647,320.2941176,1.1
1646,AUDUSD,10,0.0003,60,14,366,116,471,0.2,4.285714286,313.7142857,0.8
1385,AUDUSD,10,0.0003,78,37,427,79,155,0.34,2.108108108,306.0551351,2.1
1661,AUDUSD,10,0.0003,51,12,357,151,612,0.2,4.25,303.45,0.6
1559,AUDUSD,10,0.0003,36,35,578,228,218,0.51,1.028571429,303.2022857,1.21
1670,AUDUSD,10,0.0003,40,33,530,203,230,0.47,1.212121212,301.9393939,1.31
1631,AUDUSD,10,0.0003,72,39,426,85,146,0.37,1.846153846,290.9907692,2.07
1592,AUDUSD,10,0.0003,50,12,346,155,617,0.2,4.166666667,288.3333333,0.4
1684,AUDUSD,10,0.0003,63,31,415,105,200,0.34,2.032258065,286.7516129,0.96
1511,AUDUSD,10,0.0003,42,23,415,201,349,0.37,1.826086957,280.3956522,1.05
1496,AUDUSD,10,0.0003,66,38,416,99,161,0.38,1.736842105,274.56,1.52
1505,AUDUSD,10,0.0003,44,13,335,184,597,0.24,3.384615385,272.1230769,0.68
1719,AUDUSD,10,0.0003,69,37,391,92,161,0.36,1.864864865,262.4983784,1.16
1437,AUDUSD,10,0.0003,72,63,459,72,75,0.49,1.142857143,257.04,3.15
1581,AUDUSD,10,0.0003,51,11,301,153,682,0.18,4.636363636,251.1981818,0.16
1508,AUDUSD,10,0.0003,71,15,288,93,421,0.18,4.733333333,245.376,0.48
1485,AUDUSD,10,0.0003,43,24,361,187,320,0.37,1.791666667,239.3129167,0.79
1597,AUDUSD,10,0.0003,80,38,334,74,147,0.33,2.105263158,232.0421053,0.94
1432,AUDUSD,10,0.0003,72,65,381,73,75,0.49,1.107692308,206.7950769,2.13
1500,AUDUSD,10,0.0003,66,66,396,80,74,0.52,1,205.92,2.64
1664,AUDUSD,10,0.0003,74,67,356,70,72,0.49,1.104477612,192.6650746,2.09
1537,AUDUSD,10,0.0003,68,38,244,93,160,0.37,1.789473684,161.5536842,1.22
1699,AUDUSD,10,0.0003,71,67,304,76,76,0.5,1.059701493,161.0746269,2
1605,AUDUSD,10,0.0003,79,36,194,74,157,0.32,2.194444444,136.2311111,0.8
1620,AUDUSD,10,0.0003,72,64,240,70,75,0.48,1.125,129.6,1.28
1636,AUDUSD,10,0.0003,66,64,220,78,77,0.5,1.03125,113.4375,1
1698,AUDUSD,10,0.0003,77,37,157,77,156,0.33,2.081081081,107.8208108,0.62
1716,AUDUSD,10,0.0003,42,22,154,198,371,0.35,1.909090909,102.9,0.4
1727,AUDUSD,10,0.0004,69,11,644,101,575,0.15,6.272727273,605.9454545,1
1734,AUDUSD,10,0.0004,65,11,540,109,595,0.15,5.909090909,478.6363636,0.4
1736,AUDUSD,10,0.0004,68,11,514,103,590,0.15,6.181818182,476.6181818,0.85
1729,AUDUSD,10,0.0004,41,12,404,220,718,0.23,3.416666667,317.4766667,0.19
1758,AUDUSD,10,0.0005,56,34,1628,142,186,0.43,1.647058824,1153.007059,4.7
1752,AUDUSD,10,0.0005,57,34,1519,137,185,0.43,1.676470588,1095.020294,5.13
1777,AUDUSD,10,0.0005,57,33,924,132,200,0.4,1.727272727,638.4,3
1756,AUDUSD,10,0.0005,39,32,786,222,246,0.47,1.21875,450.230625,1.37
1762,AUDUSD,10,0.0005,35,32,771,257,257,0.5,1.09375,421.640625,1.5
1766,AUDUSD,10,0.0005,35,33,745,257,250,0.51,1.060606061,402.9772727,1.68
1764,AUDUSD,10,0.0005,36,32,728,246,254,0.49,1.125,401.31,1.32
1767,AUDUSD,10,0.0005,38,32,378,223,253,0.47,1.1875,210.97125,0.9
1796,AUDUSD,10,0.0006,63,56,1204,100,91,0.52,1.125,704.34,5.88
1793,AUDUSD,10,0.0006,41,32,1111,223,251,0.47,1.28125,669.0303125,2.31
1794,AUDUSD,10,0.0006,56,56,1064,114,95,0.55,1,585.2,5.6
1823,AUDUSD,10,0.0006,71,57,863,82,87,0.49,1.245614035,526.732807,5.72
1788,AUDUSD,10,0.0006,78,63,816,67,70,0.49,1.238095238,495.04,6.09
1801,AUDUSD,10,0.0006,43,32,790,194,236,0.45,1.34375,477.703125,1.75
1787,AUDUSD,10,0.0006,62,56,830,101,97,0.51,1.107142857,468.6535714,4.18
1811,AUDUSD,10,0.0006,44,32,620,185,235,0.44,1.375,375.1,1.44
1786,AUDUSD,10,0.0006,39,32,640,224,253,0.47,1.21875,366.6,1.37
1807,AUDUSD,10,0.0006,35,33,679,257,252,0.5,1.060606061,360.0757576,1
1799,AUDUSD,10,0.0006,70,57,597,81,89,0.48,1.228070175,351.9157895,3.96
1790,AUDUSD,10,0.0006,40,32,560,218,255,0.46,1.25,322,1.12
1819,AUDUSD,10,0.0006,69,56,519,83,93,0.47,1.232142857,300.5566071,2.75
1817,AUDUSD,10,0.0006,80,63,487,62,71,0.47,1.26984127,290.6539683,4.21
1812,AUDUSD,10,0.0006,77,64,500,68,74,0.48,1.203125,288.75,3.68
1791,AUDUSD,10,0.0006,34,31,488,266,276,0.49,1.096774194,262.2606452,0.85
1805,AUDUSD,10,0.0006,38,32,446,229,258,0.47,1.1875,248.92375,0.9
1816,AUDUSD,10,0.0006,69,57,426,83,93,0.47,1.210526316,242.3715789,2.22
1815,AUDUSD,10,0.0006,77,65,426,68,74,0.48,1.184615385,242.2301538,3.16
1797,AUDUSD,10,0.0006,35,32,410,254,265,0.49,1.09375,219.734375,0.83
1798,AUDUSD,10,0.0006,36,31,398,247,274,0.47,1.161290323,217.2309677,0.49
1808,AUDUSD,10,0.0006,36,32,364,243,262,0.48,1.125,196.56,0.64
1806,AUDUSD,10,0.0006,34,32,260,258,266,0.49,1.0625,135.3625,0.34
1814,AUDUSD,10,0.0006,77,63,217,65,76,0.46,1.222222222,122.0022222,1.4
